symbol,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,lot_size,pnl_points,pnl_usd,equity
NAS100.,short,2025-07-23 18:00:00+02:00,23098.59,2025-07-23 18:15:00+02:00,23118.017883155975,SL,0.1,-1942.8,-1.94,117.99
SP500.,short,2025-07-23 18:45:00+02:00,6330.85,2025-07-23 19:00:00+02:00,6324.691644891398,SL,0.5,615.8,3.08,121.07
NAS100.,short,2025-07-23 18:45:00+02:00,23060.94,2025-07-23 19:15:00+02:00,23026.216356806195,SL,0.1,3472.4,3.47,124.54
SP500.,long,2025-07-23 21:00:00+02:00,6344.35,2025-07-23 23:30:00+02:00,6355.189017104129,SL,0.3,1083.9,3.25,127.79
NAS100.,short,2025-07-24 17:45:00+02:00,23208.64,2025-07-24 18:15:00+02:00,23227.60924475164,SL,0.1,-1896.9,-1.9,125.89
SP500.,short,2025-07-24 17:45:00+02:00,6362.05,2025-07-24 18:15:00+02:00,6366.349058842932,SL,0.6,-429.9,-2.58,123.31
NAS100.,short,2025-07-24 19:15:00+02:00,23181.14,2025-07-24 19:30:00+02:00,23214.09437266691,SL,0.1,-3295.4,-3.3,120.01
NAS100.,short,2025-07-25 18:15:00+02:00,23228.94,2025-07-25 18:30:00+02:00,23245.650334586782,SL,0.1,-1671.0,-1.67,118.34
DJ30.,short,2025-07-25 19:00:00+02:00,44736.51,2025-07-25 19:15:00+02:00,44671.17867289944,SL,0.1,6533.1,6.53,124.87
NAS100.,long,2025-07-25 19:15:00+02:00,23270.69,2025-07-25 21:30:00+02:00,23325.76870237193,SL,0.1,5507.9,5.51,130.38
SP500.,long,2025-07-25 19:45:00+02:00,6381.57,2025-07-25 21:30:00+02:00,6388.750950651104,SL,0.5,718.1,3.59,133.97
NAS100.,short,2025-07-28 18:15:00+02:00,23355.2,2025-07-28 18:30:00+02:00,23374.762473768747,SL,0.1,-1956.2,-1.96,132.01
NAS100.,long,2025-07-29 18:45:00+02:00,23498.09,2025-07-29 18:45:00+02:00,23478.183630832045,SL,0.1,-1990.6,-1.99,130.02
SP500.,short,2025-07-29 19:00:00+02:00,6403.43,2025-07-29 19:45:00+02:00,6390.377009122224,TP,0.6,1305.3,7.83,137.85
